Gender,Ever_Married,Age,Graduated,Profession,Spending_Score,Family_Size,Var_1,Work_Experience_Cleaned
Male,Yes,43,Yes,Engineer,Average,2.0,Cat_6,
Male,No,31,No,Healthcare,Low,4.0,Cat_6,1.0
Female,No,42,Yes,Engineer,Low,3.0,Cat_6,6.0
Male,No,27,Yes,Entertainment,Low,3.0,Cat_6,9.0
Male,Yes,39,Yes,Executive,High,3.0,Cat_6,
Female,No,31,Yes,Doctor,Low,2.0,Cat_4,
Female,No,36,Yes,Artist,Low,1.0,Cat_6,1.0
Female,No,68,No,,Low,3.0,Cat_7,2.0
Male,No,19,No,Healthcare,Low,5.0,Cat_2,8.0
Male,No,23,No,Healthcare,Low,4.0,Cat_3,
Female,No,25,Yes,Healthcare,Low,3.0,Cat_5,
Female,Yes,48,No,Engineer,Average,5.0,Cat_3,1.0
Female,No,25,,Healthcare,Low,1.0,Cat_4,1.0
Female,Yes,38,Yes,Engineer,Average,3.0,Cat_4,
Female,No,26,No,Healthcare,Low,4.0,Cat_3,1.0
Female,No,19,No,Healthcare,Low,2.0,Cat_6,0.0
Female,No,67,Yes,Artist,Low,1.0,Cat_7,
Female,No,29,Yes,Healthcare,Low,4.0,Cat_2,3.0
Female,Yes,75,Yes,Lawyer,High,2.0,Cat_6,3.0
Male,No,42,Yes,Artist,Low,1.0,Cat_2,1.0
Male,Yes,29,No,Healthcare,High,2.0,Cat_6,13.0
Female,No,40,No,Engineer,Low,5.0,Cat_4,9.0
Male,Yes,39,Yes,Doctor,Average,3.0,Cat_6,1.0
Female,Yes,38,Yes,Engineer,Low,1.0,Cat_5,
Male,Yes,43,Yes,Artist,Low,2.0,Cat_4,
Female,No,40,Yes,Artist,Low,1.0,Cat_5,1.0
Male,No,28,Yes,Doctor,Low,1.0,Cat_6,1.0
Male,No,19,No,Healthcare,Low,5.0,Cat_3,7.0
Female,Yes,86,No,Lawyer,High,2.0,Cat_6,
Female,Yes,42,No,Engineer,Average,6.0,Cat_4,1.0
Male,Yes,88,Yes,Lawyer,High,3.0,Cat_6,
Male,Yes,35,Yes,Artist,Average,2.0,Cat_6,4.0
Male,Yes,40,No,Artist,Average,2.0,Cat_5,1.0
Female,No,38,No,Engineer,Low,3.0,Cat_4,
Male,No,36,No,Marketing,Low,4.0,Cat_4,
Male,Yes,83,Yes,Artist,High,2.0,Cat_6,2.0
Male,Yes,65,No,Artist,Average,2.0,Cat_4,
Female,Yes,53,Yes,Artist,Average,4.0,Cat_3,1.0
Female,No,30,Yes,Healthcare,Low,5.0,Cat_6,3.0
Female,Yes,57,Yes,Artist,High,3.0,Cat_6,2.0
Female,Yes,68,Yes,Artist,Low,2.0,Cat_6,1.0
Female,No,36,No,Doctor,Low,2.0,Cat_6,
Male,Yes,70,Yes,Lawyer,High,2.0,Cat_6,
Male,No,26,No,Doctor,Low,6.0,Cat_2,
Female,No,42,Yes,Executive,Low,1.0,Cat_4,
Male,Yes,43,No,Executive,Average,5.0,Cat_4,4.0
Male,Yes,32,Yes,Doctor,Low,,,
Male,Yes,36,Yes,Entertainment,Average,2.0,Cat_3,2.0
Male,Yes,57,No,Entertainment,Low,1.0,Cat_6,
Male,Yes,50,Yes,Doctor,Average,8.0,Cat_6,
Male,Yes,45,No,Artist,Average,2.0,Cat_6,4.0
Male,Yes,57,Yes,Artist,Low,2.0,Cat_6,
Female,No,59,Yes,Artist,Low,2.0,Cat_6,
Female,No,30,Yes,Homemaker,Low,1.0,Cat_6,6.0
Female,No,30,Yes,Healthcare,Low,2.0,Cat_6,
Male,Yes,36,Yes,Entertainment,Low,3.0,Cat_3,1.0
Female,No,39,Yes,Engineer,Low,1.0,Cat_6,1.0
Male,No,23,No,Healthcare,Low,2.0,Cat_4,3.0
Male,No,26,Yes,Doctor,Low,3.0,Cat_6,13.0
Female,No,25,No,Healthcare,Low,,Cat_6,
Female,No,42,Yes,Doctor,Low,3.0,Cat_6,
Female,Yes,40,Yes,Artist,Low,2.0,Cat_6,9.0
Female,No,32,Yes,Engineer,Low,,Cat_3,
Male,Yes,65,Yes,Entertainment,Low,1.0,Cat_6,1.0
Male,Yes,35,No,Executive,High,5.0,Cat_6,
Female,No,48,Yes,Artist,Low,1.0,Cat_6,4.0
Male,Yes,63,No,Entertainment,Average,5.0,Cat_6,1.0
Male,Yes,48,Yes,Homemaker,Low,1.0,Cat_3,9.0
Female,Yes,67,Yes,Artist,Low,3.0,Cat_6,9.0
Male,No,39,Yes,Artist,Low,1.0,Cat_6,
Male,No,23,No,Healthcare,Low,4.0,Cat_1,8.0
Male,Yes,46,Yes,Entertainment,Low,3.0,Cat_6,5.0
Male,Yes,41,Yes,Artist,Average,2.0,Cat_6,12.0
Female,No,25,Yes,Doctor,Low,4.0,Cat_6,
Male,Yes,61,Yes,Executive,High,2.0,Cat_6,
Male,Yes,51,Yes,,Low,2.0,Cat_6,1.0
Male,No,27,Yes,Healthcare,Low,2.0,Cat_6,4.0
Female,Yes,56,Yes,Artist,Average,4.0,Cat_6,1.0
Male,Yes,53,Yes,Artist,Low,1.0,Cat_6,8.0
Female,Yes,62,Yes,Lawyer,Average,2.0,Cat_4,9.0
Female,Yes,39,Yes,Entertainment,Average,2.0,Cat_6,7.0
Male,No,25,No,Entertainment,Low,3.0,Cat_6,
Female,No,22,,Healthcare,Low,4.0,Cat_5,3.0
Male,Yes,59,Yes,Entertainment,Low,1.0,Cat_6,9.0
Female,No,40,No,Engineer,Low,3.0,Cat_3,
Male,Yes,39,Yes,Doctor,Low,2.0,Cat_4,1.0
Male,Yes,47,Yes,Artist,Average,2.0,Cat_6,3.0
Male,No,28,Yes,Artist,Low,3.0,Cat_4,1.0
Female,Yes,50,Yes,Doctor,Low,2.0,Cat_6,1.0
Female,No,29,No,Marketing,Low,3.0,Cat_6,2.0
Male,No,33,Yes,Artist,Low,5.0,Cat_6,3.0
Female,No,28,Yes,Healthcare,Low,3.0,Cat_6,8.0
Female,Yes,43,Yes,Homemaker,High,2.0,Cat_6,8.0
Male,Yes,66,Yes,Marketing,High,2.0,Cat_6,1.0
Male,No,35,No,Doctor,Low,3.0,Cat_3,1.0
Male,Yes,40,Yes,Artist,Average,2.0,Cat_6,
Female,Yes,39,Yes,Artist,Average,4.0,Cat_6,1.0
Female,,36,Yes,Entertainment,Low,1.0,Cat_6,8.0
Female,No,18,No,Healthcare,Low,4.0,Cat_6,1.0
Female,Yes,57,Yes,Artist,Average,3.0,,1.0
Female,No,41,Yes,Artist,Low,1.0,Cat_6,4.0
Male,No,33,Yes,Doctor,Low,3.0,Cat_6,
Female,No,33,Yes,Healthcare,Low,1.0,Cat_6,1.0
Male,Yes,30,Yes,Artist,Average,2.0,Cat_6,12.0
Male,No,19,No,Healthcare,Low,3.0,Cat_6,0.0
Female,Yes,53,Yes,Artist,Average,6.0,Cat_6,4.0
Female,No,42,Yes,Artist,Low,2.0,Cat_4,12.0
Female,Yes,45,Yes,Artist,High,5.0,Cat_6,
Male,Yes,41,Yes,Artist,Average,2.0,Cat_2,4.0
Male,No,41,Yes,Artist,Low,3.0,Cat_6,2.0
Male,No,26,No,Entertainment,Low,2.0,Cat_6,1.0
Female,Yes,47,Yes,Healthcare,Average,6.0,Cat_1,
Male,Yes,62,Yes,Executive,High,4.0,Cat_6,
Female,Yes,66,Yes,Artist,Average,2.0,Cat_6,
Female,Yes,47,Yes,Doctor,Average,4.0,Cat_6,1.0
Male,Yes,69,No,Doctor,Low,1.0,Cat_6,
Female,Yes,37,No,Engineer,Low,1.0,Cat_4,7.0
Male,Yes,47,No,Entertainment,Low,1.0,Cat_6,1.0
Female,Yes,39,Yes,Homemaker,Low,1.0,Cat_3,
Male,Yes,45,No,Executive,High,9.0,Cat_4,11.0
Female,No,18,No,Healthcare,Low,5.0,Cat_4,0.0
Female,No,27,No,Engineer,Low,1.0,Cat_4,1.0
Male,Yes,43,No,Engineer,Average,2.0,Cat_1,
Male,Yes,40,Yes,Entertainment,Average,5.0,Cat_6,2.0
Male,No,63,Yes,Artist,Low,1.0,Cat_2,
Female,No,27,No,Homemaker,Low,1.0,Cat_6,14.0
Female,Yes,40,Yes,Artist,Average,2.0,Cat_4,
Male,Yes,35,No,Marketing,Low,3.0,Cat_4,
Male,Yes,41,Yes,Executive,Low,4.0,Cat_6,
Male,Yes,65,Yes,Lawyer,Low,1.0,Cat_6,
Male,Yes,37,Yes,Healthcare,High,4.0,Cat_6,1.0
Female,No,18,No,Healthcare,Low,4.0,Cat_4,8.0
Male,Yes,41,Yes,Artist,Low,2.0,Cat_4,1.0
Female,Yes,39,No,Artist,High,3.0,Cat_6,
Male,No,23,No,Healthcare,Low,3.0,Cat_2,1.0
Female,No,23,No,Healthcare,Low,6.0,Cat_4,
Female,Yes,71,Yes,Entertainment,Average,2.0,Cat_6,1.0
Female,No,40,Yes,Doctor,Low,1.0,Cat_6,
Male,No,19,No,Healthcare,Low,3.0,Cat_6,0.0
Female,Yes,62,Yes,Artist,High,3.0,Cat_6,2.0
Male,No,20,No,Healthcare,Low,2.0,Cat_6,1.0
Female,Yes,69,Yes,Artist,Average,2.0,Cat_3,
Female,No,25,No,Engineer,Low,,Cat_7,1.0
Male,Yes,45,Yes,Doctor,Average,2.0,Cat_6,6.0
Female,No,35,Yes,Healthcare,Low,2.0,Cat_2,9.0
Female,No,27,Yes,Healthcare,Low,,Cat_6,
Male,Yes,88,Yes,Artist,High,2.0,Cat_6,
Female,Yes,69,No,Engineer,Low,3.0,Cat_6,9.0
Male,Yes,66,Yes,Healthcare,Low,1.0,Cat_4,
Female,Yes,45,Yes,Artist,High,3.0,Cat_6,8.0
Female,No,49,Yes,Artist,Low,1.0,Cat_2,
Female,Yes,32,Yes,Artist,Low,3.0,Cat_6,8.0
Male,Yes,52,No,Entertainment,Average,4.0,Cat_5,
Female,No,28,No,Entertainment,Low,5.0,Cat_2,
Female,Yes,73,Yes,Artist,Average,2.0,Cat_6,1.0
Male,Yes,67,Yes,Artist,High,2.0,Cat_6,1.0
Female,No,37,Yes,Artist,Low,2.0,Cat_6,8.0
Female,No,19,No,Healthcare,Low,,Cat_6,8.0
Male,Yes,41,No,Entertainment,Low,4.0,Cat_6,
Male,Yes,42,Yes,Entertainment,Low,5.0,Cat_3,
Male,Yes,69,Yes,Artist,High,2.0,Cat_6,
Male,Yes,39,Yes,Healthcare,Average,2.0,Cat_2,11.0
Male,No,22,No,Healthcare,Low,4.0,Cat_3,7.0
Male,Yes,81,Yes,Entertainment,Low,1.0,Cat_6,1.0
Female,No,40,No,Marketing,Low,,Cat_6,
Female,Yes,53,Yes,Artist,Average,2.0,Cat_4,1.0
Female,No,43,Yes,Artist,Low,1.0,Cat_4,1.0
Male,Yes,41,Yes,Doctor,Low,2.0,Cat_6,
Female,No,38,No,Entertainment,Low,2.0,Cat_6,8.0
Female,No,40,No,Healthcare,Low,3.0,Cat_3,8.0
Female,Yes,58,Yes,Engineer,Average,4.0,Cat_4,
Male,Yes,35,Yes,Artist,Average,2.0,Cat_6,8.0
Female,No,30,No,Entertainment,Low,4.0,Cat_6,1.0
Male,Yes,59,Yes,Artist,Average,4.0,Cat_6,
Male,Yes,50,Yes,Artist,Low,1.0,Cat_6,13.0
Female,No,22,No,Healthcare,Low,4.0,Cat_6,0.0
Female,Yes,38,Yes,Artist,Average,3.0,Cat_1,7.0
Male,Yes,42,No,Homemaker,Low,1.0,Cat_6,8.0
Male,Yes,40,No,Executive,Low,4.0,Cat_6,5.0
Male,Yes,49,No,Doctor,Low,2.0,Cat_4,1.0
Female,No,43,Yes,Engineer,Low,1.0,Cat_3,
Female,Yes,43,No,Engineer,Average,2.0,Cat_4,
Female,No,39,Yes,Entertainment,Low,1.0,Cat_6,11.0
Male,Yes,46,No,Executive,High,2.0,Cat_6,
Female,No,46,No,Doctor,Low,2.0,Cat_6,
Male,Yes,55,Yes,Artist,Average,2.0,Cat_6,
Female,No,42,Yes,Entertainment,Low,3.0,Cat_6,1.0
Female,,51,No,Engineer,Average,4.0,Cat_4,9.0
Male,Yes,35,Yes,Artist,Average,3.0,Cat_6,3.0
Male,No,32,Yes,Doctor,Low,4.0,Cat_3,
Male,Yes,52,Yes,Entertainment,Average,3.0,Cat_6,
Male,Yes,58,No,Executive,High,2.0,Cat_6,12.0
Male,Yes,21,No,Doctor,Low,3.0,Cat_3,1.0
Male,No,19,No,Healthcare,Low,3.0,Cat_6,0.0
Male,Yes,63,Yes,Artist,High,2.0,Cat_6,
Female,Yes,40,Yes,Artist,High,5.0,,5.0
Male,Yes,65,Yes,Artist,Low,,Cat_6,4.0
Male,No,30,Yes,Artist,Low,3.0,Cat_6,1.0
Male,No,29,Yes,Artist,Low,3.0,Cat_6,
Male,No,29,No,Healthcare,Low,,Cat_6,1.0
Male,No,27,No,Artist,Low,1.0,Cat_4,1.0
Female,No,38,Yes,Artist,Low,2.0,Cat_6,1.0
Female,No,25,No,Marketing,Low,2.0,Cat_6,1.0
Female,No,30,No,Executive,Low,1.0,Cat_3,
Female,Yes,42,Yes,Engineer,Low,2.0,Cat_6,1.0
Male,Yes,39,Yes,Entertainment,Average,2.0,Cat_6,9.0
Female,Yes,69,Yes,Artist,Low,2.0,Cat_6,
Male,No,29,Yes,Entertainment,Low,1.0,Cat_6,
Female,Yes,89,No,Lawyer,High,2.0,Cat_6,1.0
Male,No,30,Yes,Artist,Low,2.0,Cat_6,2.0
Male,No,20,No,Healthcare,Low,2.0,Cat_4,1.0
Female,Yes,51,Yes,Artist,Low,2.0,Cat_6,8.0
Male,Yes,40,Yes,Healthcare,High,2.0,Cat_6,6.0
Female,Yes,41,Yes,Entertainment,Low,1.0,Cat_7,9.0
Male,No,20,No,Healthcare,Low,3.0,Cat_6,1.0
Male,No,38,Yes,Entertainment,Low,2.0,Cat_6,1.0
Male,Yes,62,Yes,Artist,Low,4.0,Cat_4,1.0
Male,Yes,46,Yes,Artist,Low,1.0,Cat_4,
Male,Yes,59,Yes,Executive,High,5.0,Cat_6,1.0
Female,Yes,66,No,Engineer,Average,4.0,Cat_5,6.0
Female,Yes,62,Yes,Artist,Average,5.0,Cat_6,5.0
Female,Yes,58,No,Engineer,Low,1.0,Cat_6,1.0
Male,Yes,52,Yes,Artist,Average,4.0,Cat_6,7.0
Male,Yes,63,Yes,Artist,Average,4.0,Cat_6,
Male,No,23,No,Doctor,Low,5.0,Cat_6,1.0
Female,No,27,Yes,Artist,Low,5.0,Cat_6,9.0
Male,Yes,68,No,Artist,Low,1.0,Cat_6,
Male,Yes,50,Yes,Doctor,Average,4.0,Cat_3,
Male,No,29,No,Healthcare,Low,4.0,Cat_6,
Female,No,25,No,Engineer,Low,1.0,Cat_6,1.0
Male,Yes,63,Yes,Entertainment,Low,2.0,Cat_6,6.0
Male,Yes,48,Yes,Executive,High,3.0,Cat_2,
Male,Yes,48,Yes,Executive,High,3.0,Cat_6,1.0
Female,No,59,Yes,Artist,Low,1.0,Cat_6,
Female,No,25,No,Doctor,Low,2.0,Cat_6,
Female,Yes,80,Yes,Lawyer,Low,1.0,Cat_6,
Male,Yes,46,Yes,Artist,Low,1.0,Cat_6,1.0
Male,No,40,,Artist,Low,2.0,Cat_6,8.0
Female,Yes,41,Yes,Engineer,Average,3.0,Cat_4,1.0
Male,Yes,28,Yes,Artist,Low,2.0,Cat_6,
Female,Yes,40,Yes,Doctor,Low,2.0,Cat_6,1.0
Male,Yes,58,Yes,Artist,Low,1.0,Cat_6,
Male,No,21,No,Healthcare,Low,3.0,Cat_3,1.0
Female,No,18,No,Healthcare,Low,3.0,Cat_6,6.0
Male,No,45,Yes,Artist,Low,5.0,Cat_6,1.0
Male,Yes,25,Yes,Executive,High,2.0,Cat_6,1.0
Male,Yes,37,Yes,Artist,High,4.0,Cat_6,
Male,No,27,Yes,Doctor,Low,5.0,Cat_6,
Male,Yes,25,No,Executive,High,8.0,Cat_4,4.0
Male,Yes,32,Yes,Entertainment,High,2.0,Cat_4,9.0
Male,Yes,59,No,Engineer,Low,1.0,Cat_6,
Male,Yes,35,Yes,Executive,High,4.0,Cat_6,9.0
Female,No,40,Yes,Engineer,Low,1.0,Cat_6,
Female,No,23,No,Healthcare,Low,7.0,Cat_3,4.0
Male,Yes,31,No,Marketing,Low,4.0,Cat_3,
Male,Yes,48,Yes,Executive,High,4.0,Cat_6,1.0
Female,Yes,86,Yes,Lawyer,Low,2.0,Cat_6,1.0
Female,No,40,Yes,Artist,Low,1.0,Cat_6,5.0
Female,Yes,46,Yes,Artist,Average,4.0,Cat_6,
Male,No,42,No,Entertainment,Low,3.0,Cat_6,1.0
Female,No,35,No,Entertainment,Low,1.0,Cat_6,1.0
Male,Yes,40,Yes,Executive,High,4.0,Cat_6,
Female,No,22,No,Healthcare,Low,2.0,Cat_6,0.0
Male,Yes,52,Yes,Artist,Average,4.0,Cat_3,1.0
Male,Yes,37,Yes,Marketing,High,2.0,Cat_6,
Female,No,46,Yes,Marketing,Low,,Cat_6,
Male,Yes,30,Yes,Doctor,Low,3.0,Cat_6,
Male,Yes,61,Yes,Lawyer,High,2.0,Cat_6,1.0
Female,Yes,40,Yes,Engineer,Average,7.0,Cat_6,1.0
Male,Yes,66,No,Marketing,Low,4.0,Cat_6,1.0
Male,No,33,No,Marketing,Low,3.0,Cat_3,
Female,No,23,No,Healthcare,Low,4.0,Cat_2,
Female,No,23,No,Healthcare,Low,4.0,Cat_6,
Female,Yes,88,Yes,Lawyer,High,2.0,Cat_6,1.0
Female,No,38,Yes,Healthcare,Low,1.0,Cat_2,
Female,Yes,83,Yes,Lawyer,High,2.0,Cat_6,1.0
Female,No,41,Yes,Artist,Low,1.0,Cat_6,2.0
Female,Yes,58,Yes,Artist,Average,3.0,Cat_6,9.0
Male,Yes,38,No,Artist,Low,2.0,Cat_6,1.0
Female,No,27,Yes,Healthcare,Low,7.0,Cat_2,1.0
Male,Yes,59,Yes,Lawyer,High,2.0,Cat_6,7.0
Female,Yes,41,Yes,Artist,Low,2.0,Cat_6,1.0
Female,Yes,72,No,Lawyer,Low,3.0,Cat_6,1.0
Female,No,18,,Healthcare,Low,3.0,Cat_3,0.0
Female,Yes,39,No,Engineer,Average,2.0,Cat_6,4.0
Female,Yes,81,No,Lawyer,High,2.0,Cat_6,
Male,Yes,18,No,Executive,High,4.0,Cat_6,0.0
Female,Yes,39,Yes,Artist,Low,1.0,Cat_1,
Male,No,23,No,Healthcare,Low,9.0,Cat_2,4.0
Male,No,21,No,Homemaker,Low,4.0,Cat_3,0.0
Male,Yes,75,No,Lawyer,High,2.0,Cat_6,1.0
Female,No,30,No,Doctor,Low,3.0,Cat_4,
Male,Yes,53,Yes,Artist,Average,2.0,Cat_6,9.0
Female,Yes,37,Yes,Artist,High,3.0,Cat_6,5.0
Female,No,20,No,Healthcare,Low,3.0,Cat_3,8.0
Male,Yes,55,Yes,Artist,Low,1.0,Cat_6,2.0
Male,No,28,Yes,Healthcare,Low,4.0,Cat_2,7.0
Male,Yes,30,Yes,Artist,Average,2.0,Cat_6,
Male,Yes,36,No,Entertainment,Low,2.0,Cat_6,
Female,Yes,45,Yes,Artist,Low,2.0,Cat_6,9.0
Female,Yes,63,Yes,Artist,Low,2.0,Cat_6,9.0
Male,Yes,37,Yes,Artist,Low,2.0,Cat_6,
Female,Yes,50,Yes,Doctor,Average,3.0,Cat_6,1.0
Female,Yes,65,Yes,Doctor,Low,2.0,Cat_6,1.0
Female,Yes,36,Yes,Artist,Low,4.0,Cat_6,
Female,No,25,Yes,Artist,Low,1.0,Cat_6,
Male,Yes,70,Yes,Lawyer,Low,2.0,Cat_6,1.0
Female,Yes,68,Yes,Artist,High,2.0,Cat_6,1.0
Male,No,20,No,Healthcare,Low,3.0,Cat_6,1.0
Male,Yes,60,Yes,Executive,High,4.0,Cat_6,
Male,No,78,Yes,Entertainment,Low,1.0,Cat_6,
Female,Yes,46,Yes,Artist,Average,2.0,Cat_6,1.0
Female,No,32,No,Entertainment,Low,6.0,Cat_4,3.0
Female,Yes,33,Yes,Homemaker,High,2.0,Cat_3,
Female,No,27,No,Doctor,Low,,,1.0
Female,Yes,60,Yes,Artist,Low,1.0,Cat_6,
Female,No,46,Yes,Engineer,Low,2.0,Cat_7,1.0
Female,No,29,No,Healthcare,Low,4.0,Cat_4,5.0
Male,Yes,47,Yes,Executive,High,4.0,Cat_6,8.0
Male,Yes,50,Yes,Executive,High,5.0,Cat_6,1.0
Male,No,33,No,Engineer,Low,4.0,Cat_3,2.0
Male,Yes,41,No,Doctor,Average,2.0,Cat_4,
Male,Yes,43,Yes,Executive,High,4.0,Cat_6,
Female,No,27,Yes,Healthcare,Low,,Cat_6,5.0
Male,Yes,58,Yes,Doctor,Average,2.0,Cat_6,
Male,Yes,45,Yes,Artist,Average,2.0,Cat_6,1.0
Female,Yes,62,Yes,Artist,Low,2.0,Cat_6,1.0
Male,Yes,47,No,,Low,5.0,Cat_3,1.0
Male,No,29,Yes,Healthcare,Low,4.0,Cat_6,
Male,No,20,No,Healthcare,Low,4.0,Cat_4,
Male,No,19,No,Healthcare,Low,3.0,Cat_6,1.0
Female,Yes,18,No,Artist,High,,Cat_1,
Male,No,33,Yes,Entertainment,Low,1.0,Cat_6,1.0
Male,Yes,57,No,,Average,2.0,Cat_4,1.0
Male,No,19,No,Healthcare,Low,3.0,Cat_6,1.0
Male,Yes,67,Yes,Artist,Low,1.0,Cat_6,10.0
Male,Yes,61,Yes,Executive,High,3.0,Cat_6,9.0
Female,No,25,No,Homemaker,Low,7.0,Cat_4,1.0
Female,Yes,56,Yes,Artist,Low,1.0,Cat_6,
Female,Yes,55,No,Artist,Low,2.0,Cat_3,1.0
Female,Yes,58,Yes,Engineer,Average,,Cat_6,
Female,No,32,No,Entertainment,Low,2.0,Cat_2,
Female,Yes,52,Yes,Doctor,Average,3.0,Cat_6,1.0
Male,Yes,42,Yes,Artist,Average,3.0,Cat_6,1.0
Female,Yes,53,No,Entertainment,High,2.0,Cat_6,9.0
Male,Yes,38,Yes,Entertainment,Average,3.0,Cat_6,9.0
Female,Yes,30,No,Artist,Average,2.0,Cat_1,
Female,Yes,53,No,Artist,High,4.0,Cat_6,1.0
Female,Yes,67,Yes,Artist,Average,3.0,Cat_2,1.0
Male,Yes,51,Yes,Artist,Low,3.0,Cat_6,1.0
Male,Yes,38,No,Engineer,Average,3.0,Cat_4,
Female,No,28,No,Engineer,Low,4.0,Cat_4,1.0
Male,Yes,35,Yes,Artist,High,2.0,Cat_6,
Female,Yes,63,Yes,,Average,3.0,Cat_6,
Female,Yes,41,Yes,Artist,Average,2.0,Cat_6,11.0
Male,No,25,Yes,Entertainment,Low,3.0,Cat_1,2.0
Male,Yes,39,Yes,Artist,Average,2.0,Cat_4,
Male,Yes,60,Yes,Artist,Low,3.0,Cat_6,
Male,Yes,25,No,Artist,Average,4.0,Cat_4,1.0
Male,Yes,88,No,,High,3.0,Cat_6,
Female,Yes,70,Yes,Lawyer,High,2.0,Cat_6,
Male,No,37,Yes,Marketing,Low,1.0,Cat_6,
Male,Yes,51,No,Executive,High,5.0,Cat_6,2.0
Male,Yes,38,Yes,Entertainment,Average,2.0,Cat_6,2.0
Male,Yes,40,Yes,Artist,Low,2.0,Cat_6,1.0
Female,Yes,37,No,Artist,Low,3.0,Cat_6,1.0
Female,Yes,42,No,Entertainment,Average,3.0,Cat_6,
Male,Yes,73,Yes,Lawyer,High,4.0,Cat_6,1.0
Male,Yes,48,Yes,Doctor,Average,2.0,Cat_6,1.0
Male,No,35,No,Healthcare,Low,1.0,Cat_6,1.0
Male,Yes,35,Yes,Marketing,Low,5.0,Cat_6,
Male,Yes,41,No,Doctor,Low,3.0,Cat_6,1.0
Male,Yes,55,No,Entertainment,Low,,Cat_4,1.0
Female,No,46,Yes,Engineer,Low,1.0,Cat_6,
Male,No,31,No,Healthcare,Low,4.0,Cat_6,1.0
Female,No,37,Yes,Healthcare,Low,1.0,Cat_6,1.0
Male,No,55,No,Lawyer,Low,1.0,Cat_1,
Male,Yes,81,Yes,Lawyer,High,2.0,Cat_6,
Female,No,30,No,Doctor,Low,5.0,Cat_6,9.0
Male,No,25,No,Healthcare,Low,3.0,Cat_4,4.0
Male,Yes,41,Yes,Artist,Low,,Cat_6,8.0
Female,No,28,Yes,Healthcare,Low,,Cat_6,5.0
Male,No,26,Yes,Artist,Low,,Cat_4,
Male,Yes,59,Yes,Artist,Low,2.0,Cat_6,
Male,No,32,No,Healthcare,Low,4.0,Cat_6,12.0
Male,No,25,No,Doctor,Low,4.0,Cat_6,9.0
Female,Yes,46,No,Entertainment,Average,,Cat_4,4.0
Male,Yes,47,Yes,Artist,Low,1.0,Cat_3,4.0
Male,No,61,Yes,Artist,Low,1.0,Cat_6,
Male,No,53,Yes,Artist,Low,2.0,Cat_6,
Female,Yes,42,No,,Average,,Cat_4,
Female,No,40,Yes,Engineer,Low,4.0,Cat_6,1.0
Male,Yes,45,No,Executive,High,3.0,Cat_6,10.0
Male,Yes,52,Yes,Artist,Average,4.0,Cat_6,3.0
Female,No,20,No,Healthcare,Low,3.0,Cat_6,1.0
Female,Yes,37,Yes,Artist,Low,2.0,Cat_6,3.0
Female,Yes,43,No,Engineer,Average,4.0,Cat_4,9.0
Male,Yes,72,No,Engineer,High,,Cat_6,1.0
Male,Yes,50,Yes,Doctor,Average,3.0,Cat_6,
Female,No,25,Yes,Artist,Low,1.0,,5.0
Male,Yes,40,No,Doctor,Average,5.0,Cat_4,1.0
Male,No,32,Yes,Entertainment,Low,2.0,Cat_6,9.0
Male,No,59,Yes,Artist,Low,1.0,Cat_6,1.0
Male,Yes,77,Yes,Artist,High,2.0,Cat_6,1.0
Male,Yes,61,Yes,Entertainment,Low,1.0,Cat_6,1.0
Female,No,31,Yes,Artist,Low,2.0,Cat_5,
Male,No,51,Yes,Artist,Low,3.0,Cat_6,
Female,Yes,65,Yes,Artist,Average,2.0,Cat_6,
Male,Yes,63,Yes,Entertainment,Low,2.0,Cat_6,
Male,Yes,58,Yes,Artist,Average,2.0,Cat_6,
Male,Yes,78,Yes,Lawyer,High,2.0,Cat_6,1.0
Male,No,25,Yes,Doctor,Low,2.0,Cat_6,8.0
Male,Yes,81,No,Executive,Low,1.0,Cat_6,
Male,Yes,38,Yes,Artist,Low,2.0,Cat_6,
Female,Yes,55,Yes,Artist,Average,3.0,Cat_6,1.0
Male,Yes,55,Yes,Homemaker,Average,4.0,Cat_6,1.0
Female,No,25,Yes,Healthcare,Low,3.0,Cat_6,1.0
Male,Yes,71,Yes,Entertainment,High,2.0,Cat_6,
Male,Yes,40,Yes,Artist,Low,1.0,Cat_6,14.0
Male,Yes,37,Yes,Healthcare,Low,7.0,Cat_4,
Male,No,38,Yes,Entertainment,Low,2.0,Cat_2,1.0
Female,Yes,38,No,Engineer,Low,2.0,Cat_4,1.0
Female,Yes,25,No,Engineer,Average,2.0,Cat_4,1.0
Female,No,22,No,Healthcare,Low,3.0,Cat_6,0.0
Female,No,31,Yes,Healthcare,Low,4.0,Cat_2,6.0
Male,Yes,86,Yes,Lawyer,Low,1.0,Cat_6,
Male,Yes,79,,Lawyer,Low,1.0,Cat_4,1.0
Male,Yes,47,No,Engineer,Low,1.0,Cat_6,
Female,Yes,59,Yes,Homemaker,Average,4.0,Cat_6,
Male,No,19,No,Healthcare,Low,5.0,Cat_3,1.0
Male,Yes,50,Yes,Artist,Low,1.0,Cat_6,
Male,Yes,50,No,Executive,High,4.0,Cat_6,
Female,Yes,82,No,Lawyer,High,2.0,Cat_6,
Female,No,41,Yes,Artist,Low,1.0,Cat_4,1.0
Female,Yes,37,Yes,Artist,Low,2.0,Cat_7,2.0
Male,Yes,25,Yes,Artist,Low,2.0,Cat_7,8.0
Male,Yes,35,Yes,Entertainment,Low,2.0,Cat_6,
